investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date,amount
INV002093,2024-02-02,119551,Lumpsum,408867,Punjab,Chandigarh,T30,26-35,Male,14.7,Cheque,VERIFIED,2024-02-02,408867
INV003406,2024-02-02,118634,Sip,16834,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,Cheque,VERIFIED,2024-02-02,16834
INV002753,2024-02-02,102887,Sip,27471,Uttar Pradesh,Lucknow,T30,26-35,Female,21.2,Cheque,VERIFIED,2024-02-02,27471
INV000085,2024-02-02,119120,Sip,1742,Gujarat,Surat,T30,26-35,Female,14.6,Net Banking,VERIFIED,2024-02-02,1742
INV001390,2024-02-02,120504,Sip,9626,Haryana,Gurugram,T30,26-35,Female,13.0,Cheque,VERIFIED,2024-02-02,9626
INV004585,2024-02-02,119092,Lumpsum,200913,Punjab,Amritsar,B30,18-25,Female,4.5,Mandate,VERIFIED,2024-02-02,200913
INV003189,2024-02-02,149324,Sip,2338,Tamil Nadu,Chennai,T30,36-45,Female,44.6,UPI,VERIFIED,2024-02-02,2338
INV000420,2024-02-02,119599,Sip,15774,Haryana,Gurugram,T30,26-35,Male,11.7,UPI,VERIFIED,2024-02-02,15774
INV001221,2024-02-02,102886,Sip,487,Delhi,New Delhi,T30,26-35,Female,22.4,Mandate,VERIFIED,2024-02-02,487
INV002139,2024-02-02,149323,Lumpsum,436205,Haryana,Gurugram,T30,36-45,Female,28.6,Net Banking,PENDING,2024-02-02,436205
INV003407,2024-02-02,148569,Redemption,404789,West Bengal,Kolkata,T30,26-35,Male,6.7,Mandate,VERIFIED,2024-02-02,404789
INV000158,2024-02-02,100025,Redemption,477752,Madhya Pradesh,Bhopal,B30,36-45,Male,26.1,Net Banking,VERIFIED,2024-02-02,477752
INV003410,2024-02-02,125497,Lumpsum,213612,Madhya Pradesh,Indore,T30,26-35,Male,7.7,Net Banking,VERIFIED,2024-02-02,213612
INV000846,2024-02-02,101207,Sip,581,Rajasthan,Udaipur,B30,26-35,Female,21.7,UPI,VERIFIED,2024-02-02,581
INV000394,2024-02-02,119552,Sip,6343,Maharashtra,Mumbai,T30,26-35,Male,12.2,UPI,VERIFIED,2024-02-02,6343
INV004947,2024-02-02,118635,Sip,27356,Telangana,Hyderabad,T30,26-35,Female,19.7,Net Banking,VERIFIED,2024-02-02,27356
INV004617,2024-02-02,119092,Sip,4686,Karnataka,Bangalore,T30,26-35,Male,22.1,Cheque,PENDING,2024-02-02,4686
INV001754,2024-02-02,149324,Lumpsum,461605,Maharashtra,Nashik,B30,46-55,Female,56.1,Cheque,VERIFIED,2024-02-02,461605
INV000551,2024-02-02,119599,Redemption,165830,Maharashtra,Nashik,B30,26-35,Female,13.2,UPI,VERIFIED,2024-02-02,165830
INV001702,2024-02-02,120505,Sip,406,Rajasthan,Udaipur,B30,26-35,Male,9.9,Cheque,VERIFIED,2024-02-02,406
INV002088,2024-02-02,102885,Sip,12627,Rajasthan,Jaipur,T30,46-55,Female,43.7,UPI,VERIFIED,2024-02-02,12627
INV001978,2024-02-02,118634,Lumpsum,468442,Telangana,Hyderabad,T30,36-45,Male,15.5,Cheque,VERIFIED,2024-02-02,468442
INV000921,2024-02-02,120843,Redemption,51266,Rajasthan,Jaipur,T30,26-35,Male,14.6,Cheque,VERIFIED,2024-02-02,51266
INV001478,2024-02-02,118633,Lumpsum,175155,Maharashtra,Mumbai,T30,36-45,Male,24.2,Cheque,VERIFIED,2024-02-02,175155
INV004231,2024-02-02,120506,Sip,2067,West Bengal,Kolkata,T30,56+,Male,17.5,Mandate,VERIFIED,2024-02-02,2067
INV000954,2024-02-02,118634,Lumpsum,461329,Haryana,Faridabad,B30,26-35,Female,8.3,UPI,VERIFIED,2024-02-02,461329
INV004161,2024-02-02,119599,Redemption,212940,Telangana,Hyderabad,T30,46-55,Male,94.7,Net Banking,VERIFIED,2024-02-02,212940
INV004128,2024-02-02,119094,Sip,46742,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,PENDING,2024-02-02,46742
INV002794,2024-02-02,120843,Lumpsum,211129,Madhya Pradesh,Bhopal,B30,56+,Male,39.9,Net Banking,VERIFIED,2024-02-02,211129
INV003228,2024-02-02,118632,Sip,2452,Madhya Pradesh,Bhopal,B30,26-35,Male,20.0,Net Banking,PENDING,2024-02-02,2452
INV004363,2024-02-02,101206,Sip,22359,Delhi,Noida,T30,26-35,Male,20.5,Mandate,VERIFIED,2024-02-02,22359
INV001700,2024-02-02,120505,Sip,556,Maharashtra,Mumbai,T30,46-55,Male,88.3,Cheque,VERIFIED,2024-02-02,556
INV000721,2024-02-02,120507,Lumpsum,60411,Maharashtra,Nashik,B30,36-45,Male,59.1,Net Banking,VERIFIED,2024-02-02,60411
INV001001,2024-02-02,120503,Redemption,400385,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Cheque,PENDING,2024-02-02,400385
INV002240,2024-02-02,149324,Sip,2152,Haryana,Faridabad,B30,26-35,Male,24.7,Net Banking,VERIFIED,2024-02-02,2152
INV004791,2024-02-02,125497,Sip,8595,Telangana,Hyderabad,T30,18-25,Female,4.6,Cheque,VERIFIED,2024-02-02,8595
INV003097,2024-02-02,120841,Sip,4328,Punjab,Chandigarh,T30,26-35,Male,21.5,Net Banking,VERIFIED,2024-02-02,4328
INV004427,2024-02-02,125497,Sip,917,Punjab,Amritsar,B30,36-45,Female,54.2,Net Banking,VERIFIED,2024-02-02,917
INV000414,2024-02-02,119092,Sip,11804,Tamil Nadu,Chennai,T30,36-45,Male,21.9,Cheque,VERIFIED,2024-02-02,11804
INV000167,2024-02-02,119598,Sip,8231,Gujarat,Ahmedabad,T30,56+,Male,55.3,Net Banking,VERIFIED,2024-02-02,8231
INV000468,2024-02-02,118633,Sip,3014,Uttar Pradesh,Agra,B30,36-45,Male,23.5,Mandate,VERIFIED,2024-02-02,3014
INV000372,2024-02-02,120841,Redemption,76003,Gujarat,Surat,T30,36-45,Male,12.4,Net Banking,VERIFIED,2024-02-02,76003
INV000654,2024-02-02,125498,Redemption,357098,Rajasthan,Udaipur,B30,18-25,Female,7.9,UPI,VERIFIED,2024-02-02,357098
INV004231,2024-02-02,119599,Lumpsum,51328,West Bengal,Kolkata,T30,56+,Male,17.5,UPI,VERIFIED,2024-02-02,51328
INV002643,2024-02-03,120506,Sip,1608,Telangana,Hyderabad,T30,36-45,Male,29.2,UPI,VERIFIED,2024-02-03,1608
INV002274,2024-02-03,120506,Lumpsum,330925,Tamil Nadu,Coimbatore,B30,18-25,Female,6.9,Cheque,VERIFIED,2024-02-03,330925
INV002483,2024-02-03,101206,Sip,2124,Delhi,New Delhi,T30,46-55,Female,60.8,Cheque,VERIFIED,2024-02-03,2124
INV004517,2024-02-03,148569,Sip,2235,West Bengal,Kolkata,T30,46-55,Female,68.5,Cheque,VERIFIED,2024-02-03,2235
INV000933,2024-02-03,148568,Redemption,193707,Rajasthan,Jaipur,T30,36-45,Female,14.9,Mandate,VERIFIED,2024-02-03,193707
INV001332,2024-02-03,148567,Sip,2415,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Net Banking,VERIFIED,2024-02-03,2415
INV002350,2024-02-03,101206,Lumpsum,279794,Tamil Nadu,Chennai,T30,26-35,Male,23.0,Cheque,VERIFIED,2024-02-03,279794
INV001869,2024-02-03,125497,Lumpsum,253474,Uttar Pradesh,Lucknow,T30,46-55,Male,30.6,Net Banking,VERIFIED,2024-02-03,253474
INV004374,2024-02-03,125498,Redemption,472723,Maharashtra,Nashik,B30,36-45,Female,16.5,Cheque,VERIFIED,2024-02-03,472723
INV003146,2024-02-03,101207,Sip,470,Rajasthan,Udaipur,B30,26-35,Male,20.2,Mandate,VERIFIED,2024-02-03,470
INV002130,2024-02-03,118635,Redemption,92351,Maharashtra,Pune,T30,46-55,Male,22.5,Cheque,PENDING,2024-02-03,92351
INV000565,2024-02-03,119552,Sip,5770,Uttar Pradesh,Agra,B30,26-35,Male,18.8,UPI,VERIFIED,2024-02-03,5770
INV004625,2024-02-03,102885,Sip,2388,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Cheque,VERIFIED,2024-02-03,2388
INV001891,2024-02-03,102886,Sip,7442,West Bengal,Kolkata,T30,26-35,Male,22.2,Cheque,PENDING,2024-02-03,7442
INV003895,2024-02-03,119551,Sip,11482,Maharashtra,Nashik,B30,26-35,Male,14.2,Mandate,VERIFIED,2024-02-03,11482
INV001130,2024-02-03,119552,Redemption,364385,Rajasthan,Jaipur,T30,18-25,Female,3.2,Net Banking,VERIFIED,2024-02-03,364385
INV002157,2024-02-03,102885,Sip,8542,Punjab,Chandigarh,T30,26-35,Male,16.9,Mandate,VERIFIED,2024-02-03,8542
INV000407,2024-02-03,148568,Sip,2957,Tamil Nadu,Coimbatore,B30,36-45,Male,32.8,Cheque,VERIFIED,2024-02-03,2957
INV004587,2024-02-03,118634,Lumpsum,142643,Uttar Pradesh,Kanpur,B30,18-25,Male,4.0,Net Banking,VERIFIED,2024-02-03,142643
INV002260,2024-02-03,102885,Sip,14226,Telangana,Hyderabad,T30,26-35,Female,10.1,UPI,VERIFIED,2024-02-03,14226
INV002161,2024-02-03,148567,Lumpsum,98780,Maharashtra,Nashik,B30,26-35,Male,11.4,Cheque,VERIFIED,2024-02-03,98780
INV003106,2024-02-03,101207,Lumpsum,247118,Madhya Pradesh,Bhopal,B30,36-45,Male,57.7,Net Banking,VERIFIED,2024-02-03,247118
INV003793,2024-02-03,102887,Sip,11663,Delhi,New Delhi,T30,46-55,Male,94.3,Net Banking,VERIFIED,2024-02-03,11663
INV004524,2024-02-03,149323,Sip,2278,Gujarat,Surat,T30,18-25,Male,4.3,Net Banking,VERIFIED,2024-02-03,2278
INV001310,2024-02-03,119095,Sip,27954,Telangana,Hyderabad,T30,46-55,Male,83.6,Cheque,VERIFIED,2024-02-03,27954
INV003517,2024-02-03,119552,Sip,5201,Gujarat,Ahmedabad,T30,26-35,Male,16.6,UPI,PENDING,2024-02-03,5201
INV004840,2024-02-03,125497,Redemption,346543,Maharashtra,Pune,T30,18-25,Male,6.5,UPI,VERIFIED,2024-02-03,346543
INV001557,2024-02-03,125497,Lumpsum,291579,Haryana,Gurugram,T30,26-35,Female,10.5,Mandate,VERIFIED,2024-02-03,291579
INV004518,2024-02-03,102886,Sip,7874,Uttar Pradesh,Lucknow,T30,26-35,Female,24.4,Cheque,VERIFIED,2024-02-03,7874
INV000079,2024-02-03,102887,Lumpsum,300758,Gujarat,Surat,T30,26-35,Male,17.0,Mandate,VERIFIED,2024-02-03,300758
INV003889,2024-02-03,125498,Sip,5595,Rajasthan,Udaipur,B30,46-55,Male,42.6,Net Banking,VERIFIED,2024-02-03,5595
INV003320,2024-02-03,118632,Lumpsum,532796,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,Cheque,VERIFIED,2024-02-03,532796
INV000539,2024-02-03,149323,Sip,2128,Haryana,Faridabad,B30,26-35,Female,13.4,Cheque,VERIFIED,2024-02-03,2128
INV000573,2024-02-03,120506,Sip,2252,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,Cheque,VERIFIED,2024-02-03,2252
INV003499,2024-02-03,119598,Sip,14358,Karnataka,Mysore,B30,18-25,Male,4.7,Net Banking,VERIFIED,2024-02-03,14358
INV000920,2024-02-03,119598,Sip,48288,Delhi,Gurugram,T30,56+,Male,19.8,Mandate,VERIFIED,2024-02-03,48288
INV000460,2024-02-03,119094,Redemption,415677,Delhi,Noida,T30,36-45,Male,47.1,UPI,VERIFIED,2024-02-03,415677
INV000825,2024-02-03,149323,Sip,11062,Madhya Pradesh,Bhopal,B30,18-25,Female,5.5,Cheque,PENDING,2024-02-03,11062
INV004112,2024-02-03,148569,Sip,8494,Madhya Pradesh,Bhopal,B30,46-55,Male,30.0,Net Banking,PENDING,2024-02-03,8494
INV000278,2024-02-03,100025,Redemption,6023,Rajasthan,Jaipur,T30,26-35,Male,22.1,Net Banking,VERIFIED,2024-02-03,6023
INV002113,2024-02-03,120504,Sip,5258,Maharashtra,Nashik,B30,26-35,Male,21.6,UPI,VERIFIED,2024-02-03,5258
INV002385,2024-02-03,120503,Sip,2274,Punjab,Chandigarh,T30,26-35,Male,21.9,UPI,VERIFIED,2024-02-03,2274
INV001771,2024-02-03,120506,Lumpsum,463925,Gujarat,Surat,T30,46-55,Male,85.9,Cheque,VERIFIED,2024-02-03,463925
INV003495,2024-02-03,148567,Sip,23833,West Bengal,Kolkata,T30,26-35,Female,22.9,Net Banking,VERIFIED,2024-02-03,23833
INV000733,2024-02-03,101208,Lumpsum,478815,Uttar Pradesh,Lucknow,T30,18-25,Male,3.9,Net Banking,VERIFIED,2024-02-03,478815
INV003455,2024-02-03,118633,Redemption,338431,Tamil Nadu,Coimbatore,B30,46-55,Male,40.2,UPI,VERIFIED,2024-02-03,338431
INV002635,2024-02-03,120843,Lumpsum,43368,Telangana,Hyderabad,T30,18-25,Male,3.8,Mandate,VERIFIED,2024-02-03,43368
INV004058,2024-02-03,118635,Sip,23831,Tamil Nadu,Chennai,T30,26-35,Male,22.5,Mandate,VERIFIED,2024-02-03,23831
INV003880,2024-02-03,119552,Sip,4917,Gujarat,Surat,T30,26-35,Male,9.6,Net Banking,VERIFIED,2024-02-03,4917
INV002834,2024-02-03,120844,Sip,4448,West Bengal,Kolkata,T30,18-25,Male,6.9,Cheque,VERIFIED,2024-02-03,4448
INV002495,2024-02-03,101206,Lumpsum,13563,Maharashtra,Nashik,B30,26-35,Male,6.6,Net Banking,VERIFIED,2024-02-03,13563
INV001314,2024-02-03,102885,Sip,8447,Gujarat,Ahmedabad,T30,26-35,Female,19.2,UPI,VERIFIED,2024-02-03,8447
INV004114,2024-02-03,119551,Redemption,20109,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Net Banking,VERIFIED,2024-02-03,20109
INV001304,2024-02-03,119095,Lumpsum,110502,Gujarat,Ahmedabad,T30,26-35,Male,21.8,UPI,VERIFIED,2024-02-03,110502
INV004015,2024-02-03,120844,Sip,2379,Maharashtra,Mumbai,T30,18-25,Female,7.6,Mandate,VERIFIED,2024-02-03,2379
INV001783,2024-02-03,119094,Lumpsum,51068,Madhya Pradesh,Bhopal,B30,36-45,Female,52.6,Mandate,VERIFIED,2024-02-03,51068
INV001673,2024-02-03,119093,Sip,2211,West Bengal,Kolkata,T30,26-35,Male,23.0,Cheque,VERIFIED,2024-02-03,2211
INV004741,2024-02-03,120503,Redemption,372563,Telangana,Hyderabad,T30,26-35,Female,24.9,Cheque,VERIFIED,2024-02-03,372563
INV002935,2024-02-03,148569,Lumpsum,50123,Madhya Pradesh,Indore,T30,18-25,Male,5.6,Net Banking,VERIFIED,2024-02-03,50123
INV003553,2024-02-03,120503,Sip,8665,Punjab,Amritsar,B30,36-45,Male,33.0,UPI,VERIFIED,2024-02-03,8665
INV003439,2024-02-03,101208,Sip,20476,West Bengal,Kolkata,T30,18-25,Female,3.9,Net Banking,VERIFIED,2024-02-03,20476
INV003521,2024-02-03,119095,Lumpsum,248840,Rajasthan,Jaipur,T30,46-55,Male,95.4,Cheque,VERIFIED,2024-02-03,248840
INV002459,2024-02-03,119094,Sip,2795,Rajasthan,Udaipur,B30,18-25,Female,5.2,UPI,PENDING,2024-02-03,2795
INV003920,2024-02-03,102886,Lumpsum,311900,Punjab,Chandigarh,T30,26-35,Male,20.3,UPI,VERIFIED,2024-02-03,311900
INV000392,2024-02-03,148568,Redemption,253978,Gujarat,Surat,T30,26-35,Female,16.6,Cheque,VERIFIED,2024-02-03,253978
INV001423,2024-02-03,119598,Sip,8896,Madhya Pradesh,Bhopal,B30,18-25,Female,7.7,UPI,VERIFIED,2024-02-03,8896
INV000550,2024-02-03,101206,Sip,1613,Rajasthan,Udaipur,B30,26-35,Male,6.7,Net Banking,VERIFIED,2024-02-03,1613
INV004041,2024-02-03,120503,Sip,47617,Telangana,Hyderabad,T30,36-45,Male,51.1,Cheque,VERIFIED,2024-02-03,47617
INV001977,2024-02-03,101206,Sip,21702,Punjab,Amritsar,B30,18-25,Female,3.3,UPI,VERIFIED,2024-02-03,21702
INV001814,2024-02-03,100016,Lumpsum,368838,West Bengal,Kolkata,T30,26-35,Female,6.9,UPI,VERIFIED,2024-02-03,368838
INV000941,2024-02-03,149323,Redemption,200293,Rajasthan,Udaipur,B30,26-35,Male,7.2,Mandate,VERIFIED,2024-02-03,200293
INV002083,2024-02-03,101206,Sip,2107,Gujarat,Surat,T30,26-35,Male,21.2,UPI,VERIFIED,2024-02-03,2107
INV004411,2024-02-03,119552,Sip,42733,Maharashtra,Mumbai,T30,26-35,Female,13.8,Mandate,VERIFIED,2024-02-03,42733
INV004448,2024-02-03,119094,Sip,12486,Karnataka,Mysore,B30,26-35,Male,20.3,Net Banking,VERIFIED,2024-02-03,12486
INV001235,2024-02-03,119093,Sip,1794,Haryana,Faridabad,B30,26-35,Male,19.3,Cheque,VERIFIED,2024-02-03,1794
INV002901,2024-02-03,148568,Sip,415,Delhi,Noida,T30,26-35,Male,17.4,UPI,VERIFIED,2024-02-03,415
INV000906,2024-02-03,120505,Lumpsum,83611,Maharashtra,Mumbai,T30,26-35,Male,20.7,Net Banking,VERIFIED,2024-02-03,83611
INV003437,2024-02-03,148567,Redemption,51035,Punjab,Amritsar,B30,46-55,Female,51.0,Net Banking,VERIFIED,2024-02-03,51035
INV004375,2024-02-03,149324,Lumpsum,255909,Madhya Pradesh,Bhopal,B30,26-35,Male,17.7,Mandate,VERIFIED,2024-02-03,255909
INV000597,2024-02-03,120507,Sip,29105,Gujarat,Surat,T30,46-55,Male,48.6,Cheque,VERIFIED,2024-02-03,29105
INV000199,2024-02-04,101207,Redemption,16153,Telangana,Hyderabad,T30,36-45,Female,15.7,Mandate,VERIFIED,2024-02-04,16153
INV002430,2024-02-04,119598,Sip,1918,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,Cheque,VERIFIED,2024-02-04,1918
INV002547,2024-02-04,119552,Sip,2034,Haryana,Gurugram,T30,26-35,Male,7.3,Mandate,VERIFIED,2024-02-04,2034
INV001578,2024-02-04,119094,Sip,3049,Punjab,Amritsar,B30,26-35,Female,19.6,Cheque,VERIFIED,2024-02-04,3049
INV003215,2024-02-04,118634,Sip,13471,Gujarat,Surat,T30,26-35,Female,20.9,Mandate,VERIFIED,2024-02-04,13471
INV004593,2024-02-04,120503,Lumpsum,104257,Punjab,Amritsar,B30,26-35,Male,13.7,Mandate,VERIFIED,2024-02-04,104257
INV000427,2024-02-04,118633,Sip,24006,Punjab,Amritsar,B30,56+,Female,18.6,Mandate,VERIFIED,2024-02-04,24006
INV000601,2024-02-04,119093,Sip,1032,Rajasthan,Jaipur,T30,46-55,Male,52.6,UPI,VERIFIED,2024-02-04,1032
INV002189,2024-02-04,119598,Redemption,547326,Uttar Pradesh,Lucknow,T30,36-45,Male,37.4,Cheque,VERIFIED,2024-02-04,547326
INV000530,2024-02-04,101207,Sip,45394,West Bengal,Kolkata,T30,18-25,Male,5.3,Cheque,VERIFIED,2024-02-04,45394
INV002208,2024-02-04,102887,Lumpsum,128303,Punjab,Chandigarh,T30,56+,Male,61.1,Net Banking,VERIFIED,2024-02-04,128303
INV000217,2024-02-04,149322,Sip,23779,Tamil Nadu,Chennai,T30,56+,Male,50.1,Mandate,VERIFIED,2024-02-04,23779
INV001375,2024-02-04,125497,Sip,891,Haryana,Gurugram,T30,18-25,Male,6.3,Net Banking,VERIFIED,2024-02-04,891
INV004509,2024-02-04,118634,Sip,577,Uttar Pradesh,Lucknow,T30,26-35,Female,20.3,Cheque,VERIFIED,2024-02-04,577
INV001026,2024-02-04,119093,Sip,595,Haryana,Gurugram,T30,26-35,Male,12.1,Net Banking,VERIFIED,2024-02-04,595
INV002888,2024-02-04,149323,Redemption,33098,Rajasthan,Udaipur,B30,26-35,Male,9.2,Mandate,VERIFIED,2024-02-04,33098
INV001985,2024-02-04,120844,Sip,52807,Gujarat,Surat,T30,36-45,Male,46.6,Mandate,VERIFIED,2024-02-04,52807
INV002762,2024-02-04,119552,Sip,13125,Rajasthan,Udaipur,B30,26-35,Female,21.9,UPI,PENDING,2024-02-04,13125
INV004608,2024-02-04,102887,Sip,426,Karnataka,Bangalore,T30,26-35,Female,23.3,Mandate,VERIFIED,2024-02-04,426
INV003206,2024-02-04,119599,Sip,8094,Gujarat,Ahmedabad,T30,26-35,Male,24.1,UPI,VERIFIED,2024-02-04,8094
INV004797,2024-02-04,148568,Lumpsum,111473,Gujarat,Ahmedabad,T30,56+,Male,18.9,UPI,VERIFIED,2024-02-04,111473
INV004471,2024-02-04,120504,Sip,7699,Delhi,New Delhi,T30,26-35,Female,20.2,Mandate,VERIFIED,2024-02-04,7699
INV000082,2024-02-04,118632,Sip,8988,Rajasthan,Udaipur,B30,26-35,Female,19.6,Net Banking,VERIFIED,2024-02-04,8988
INV002540,2024-02-04,120507,Sip,1027,Uttar Pradesh,Agra,B30,26-35,Male,10.8,UPI,VERIFIED,2024-02-04,1027
INV002077,2024-02-04,149324,Sip,1957,West Bengal,Kolkata,T30,18-25,Female,6.3,Net Banking,VERIFIED,2024-02-04,1957
INV001501,2024-02-04,118636,Sip,52506,Punjab,Amritsar,B30,26-35,Male,11.3,Cheque,VERIFIED,2024-02-04,52506
INV000308,2024-02-04,119120,Sip,4679,West Bengal,Kolkata,T30,36-45,Male,52.4,Net Banking,VERIFIED,2024-02-04,4679
INV001055,2024-02-04,118633,Redemption,90945,Haryana,Gurugram,T30,26-35,Female,17.6,Net Banking,VERIFIED,2024-02-04,90945
INV003509,2024-02-04,119599,Redemption,207616,Haryana,Gurugram,T30,36-45,Male,14.5,Mandate,VERIFIED,2024-02-04,207616
INV001874,2024-02-04,100016,Redemption,158701,Telangana,Hyderabad,T30,36-45,Male,21.3,UPI,VERIFIED,2024-02-04,158701
INV001052,2024-02-04,119120,Sip,10344,Karnataka,Mysore,B30,26-35,Female,8.6,Cheque,VERIFIED,2024-02-04,10344
INV001440,2024-02-04,120505,Sip,59176,West Bengal,Kolkata,T30,26-35,Male,11.3,Mandate,VERIFIED,2024-02-04,59176
INV002637,2024-02-04,119120,Sip,10350,Telangana,Hyderabad,T30,26-35,Male,14.4,UPI,VERIFIED,2024-02-04,10350
INV003003,2024-02-04,101207,Sip,2273,West Bengal,Kolkata,T30,18-25,Female,3.1,Cheque,VERIFIED,2024-02-04,2273
INV003402,2024-02-04,119095,Redemption,387350,Telangana,Hyderabad,T30,26-35,Male,20.5,Net Banking,VERIFIED,2024-02-04,387350
INV003575,2024-02-04,118632,Sip,11511,West Bengal,Kolkata,T30,18-25,Male,4.7,Net Banking,VERIFIED,2024-02-04,11511
INV002494,2024-02-04,149323,Lumpsum,225255,Delhi,Noida,T30,46-55,Male,40.0,Cheque,VERIFIED,2024-02-04,225255
INV002747,2024-02-04,101207,Lumpsum,277189,Haryana,Faridabad,B30,46-55,Male,34.0,Mandate,VERIFIED,2024-02-04,277189
INV002903,2024-02-04,119598,Sip,5656,Madhya Pradesh,Indore,T30,36-45,Male,45.0,Mandate,VERIFIED,2024-02-04,5656
INV002746,2024-02-04,119551,Sip,971,Delhi,Noida,T30,26-35,Male,23.2,Cheque,VERIFIED,2024-02-04,971
INV001281,2024-02-04,101207,Sip,6310,Telangana,Hyderabad,T30,18-25,Male,7.9,Mandate,VERIFIED,2024-02-04,6310
INV004322,2024-02-04,120506,Sip,11124,Tamil Nadu,Chennai,T30,26-35,Female,19.8,Cheque,VERIFIED,2024-02-04,11124
INV003396,2024-02-04,118636,Sip,5743,Karnataka,Mysore,B30,26-35,Male,23.4,UPI,PENDING,2024-02-04,5743
INV003592,2024-02-04,120504,Lumpsum,233610,Madhya Pradesh,Indore,T30,56+,Female,27.6,Net Banking,VERIFIED,2024-02-04,233610
INV003248,2024-02-04,149323,Lumpsum,125839,Karnataka,Mysore,B30,26-35,Male,6.5,Mandate,VERIFIED,2024-02-04,125839
INV004075,2024-02-04,118635,Sip,7599,Rajasthan,Jaipur,T30,36-45,Male,56.5,Cheque,VERIFIED,2024-02-04,7599
INV001092,2024-02-04,125498,Sip,5426,Haryana,Gurugram,T30,26-35,Male,14.9,Net Banking,VERIFIED,2024-02-04,5426
INV004977,2024-02-04,148568,Redemption,433488,Gujarat,Surat,T30,18-25,Male,5.4,Mandate,VERIFIED,2024-02-04,433488
INV001070,2024-02-04,100033,Redemption,107685,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,UPI,VERIFIED,2024-02-04,107685
INV004553,2024-02-04,120842,Sip,17688,Tamil Nadu,Coimbatore,B30,26-35,Male,13.7,Net Banking,VERIFIED,2024-02-04,17688
INV001738,2024-02-04,120506,Redemption,381722,Karnataka,Bangalore,T30,36-45,Female,41.2,UPI,VERIFIED,2024-02-04,381722
INV002774,2024-02-04,118634,Sip,22224,Haryana,Gurugram,T30,36-45,Male,58.4,UPI,VERIFIED,2024-02-04,22224
INV004701,2024-02-04,125497,Sip,577,Haryana,Gurugram,T30,26-35,Male,7.3,Mandate,VERIFIED,2024-02-04,577
INV000558,2024-02-04,101208,Redemption,204735,Punjab,Chandigarh,T30,56+,Female,22.1,Cheque,VERIFIED,2024-02-04,204735
INV000235,2024-02-04,120505,Redemption,10721,Delhi,New Delhi,T30,26-35,Male,8.5,Net Banking,VERIFIED,2024-02-04,10721
INV004630,2024-02-04,119552,Sip,5964,Madhya Pradesh,Bhopal,B30,26-35,Female,6.3,Mandate,VERIFIED,2024-02-04,5964
INV004987,2024-02-04,120503,Sip,24694,Telangana,Hyderabad,T30,46-55,Male,37.1,Mandate,VERIFIED,2024-02-04,24694
INV003219,2024-02-04,148568,Lumpsum,357929,Maharashtra,Pune,T30,46-55,Male,57.8,Cheque,VERIFIED,2024-02-04,357929
INV003758,2024-02-04,120507,Redemption,195851,Maharashtra,Pune,T30,26-35,Female,11.2,Net Banking,VERIFIED,2024-02-04,195851
INV003954,2024-02-04,101207,Sip,2220,Rajasthan,Udaipur,B30,26-35,Male,7.1,Net Banking,VERIFIED,2024-02-04,2220
INV003448,2024-02-04,125497,Sip,2571,Rajasthan,Udaipur,B30,26-35,Male,16.4,Net Banking,VERIFIED,2024-02-04,2571
INV000978,2024-02-04,102885,Sip,3416,West Bengal,Kolkata,T30,26-35,Male,18.6,Mandate,VERIFIED,2024-02-04,3416
INV003992,2024-02-04,125498,Sip,420,Madhya Pradesh,Bhopal,B30,46-55,Female,86.8,Cheque,VERIFIED,2024-02-04,420
INV002162,2024-02-04,120504,Sip,8820,Madhya Pradesh,Indore,T30,46-55,Male,40.2,Cheque,VERIFIED,2024-02-04,8820
INV001215,2024-02-04,149323,Sip,9930,Haryana,Gurugram,T30,36-45,Female,39.3,Net Banking,VERIFIED,2024-02-04,9930
INV000770,2024-02-04,118633,Redemption,42493,Maharashtra,Mumbai,T30,36-45,Male,43.0,Mandate,VERIFIED,2024-02-04,42493
INV001748,2024-02-04,119094,Redemption,71501,Gujarat,Ahmedabad,T30,36-45,Female,16.2,UPI,VERIFIED,2024-02-04,71501
INV002298,2024-02-04,119552,Lumpsum,101163,Maharashtra,Nashik,B30,56+,Male,45.3,Cheque,VERIFIED,2024-02-04,101163
INV000100,2024-02-04,101206,Sip,2702,Rajasthan,Udaipur,B30,56+,Male,57.2,UPI,VERIFIED,2024-02-04,2702
INV003588,2024-02-04,119095,Redemption,261162,Gujarat,Ahmedabad,T30,36-45,Female,29.3,Mandate,VERIFIED,2024-02-04,261162
INV000104,2024-02-04,119598,Redemption,431406,Madhya Pradesh,Indore,T30,26-35,Male,8.1,Cheque,VERIFIED,2024-02-04,431406
